Hugo_Symbol	SHAH_H000004_T09_01_WG01	SHAH_H000005_T26_01_WG01	SHAH_H000222_T01_07_WG01	SHAH_H000006_T15_01_WG01	SHAH_H000011_T08_01_WG01	SHAH_H000013_T17_01_WG01	SHAH_H000009_T15_02_WG01	SHAH_H000019_T10_01_WG01	SHAH_H000020_T07_02_WG01	SHAH_H000021_T07_01_WG01	SHAH_H000022_T10_01_WG01	SHAH_H000023_T06_01_WG01	SHAH_H000039_T10_01_WG01	SHAH_H000024_T08_01_WG01	SHAH_H000025_T04_02_WG01	SHAH_H000026_T01_02_WG01	SHAH_H000031_T08_01_WG01	SHAH_H000036_T06_01_WG01	SHAH_H000033_T16_01_WG01	SHAH_H000034_T07_01_WG01	SHAH_H000035_T13_01_WG01	SHAH_H000037_T18_01_WG01	SHAH_H000038_T14_01_WG01	SHAH_H000041_T02_05_WG01	SHAH_H000149_T02_02_WG01	SHAH_H000180_T02_02_WG01	SHAH_H000181_T10_01_WG01	SHAH_H000213_T13_01_WG01	SHAH_H000214_T11_01_WG01	SHAH_H000338_T05_01_WG01	SHAH_H000340_T05_01_WG01	SHAH_H000339_T03_03_WG01	SHAH_H000342_T04_03_WG01	SHAH_H000705_T02_03_WG01	SHAH_H000708_T06_01_WG01	SHAH_H000706_T04_01_WG01	SHAH_H000707_T08_01_WG01	SHAH_H001749_T06_01_WG01	SHAH_H001750_T06_01_WG01	SHAH_H001753_T04_01_WG01
FHIT	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
FIP1L1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0
FKBP9	0	0	0	0	0	0	0	-1	1	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0
FLCN	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
FLI1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0
FLNA	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	-1	-1	0
FLT3	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
FLT4	0	0	0	0	-1	0	0	0	-1	-1	-1	2	-1	0	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	0	0	0
FNBP1	0	0	-1	-1	-1	0	0	0	-1	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	-1	0
FOXA1	0	-1	0	0	0	-1	0	-1	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0
FOXL2	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1
FOXO1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
FOXO3	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	0	-1	0	-1
FOXO4	0	-1	0	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0
FOXP1	0	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXR1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
FSTL3	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	0	-1	0	0
FUBP1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0	-1	0	1	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
FUS	0	0	0	-1	0	-1	0	0	0	-1	0	0	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
GATA1	0	-1	0	-1	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0
GATA2	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1
GATA3	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
GLI1	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
GMPS	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	-1
GNA11	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	0
GNAQ	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0
GNAS	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA5	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	-1	0
GOPC	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	0	-1	0	-1
GPC3	0	-1	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0
GPC5	-1	0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	-1	0	-1
GPHN	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	0	-1	-1	-1	0
GRIN2A	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0
GRM3	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0
H3F3A	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0
H3F3B	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
HERPUD1	0	0	-1	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	-1	-1	0	-1	0	-1
HEY1	0	0	0	0	-1	0	0	0	-1	1	-1	-1	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0
HIF1A	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	-1	-1	-1	-1	-1	0	-1	0	0	0	0	-1	0	-1	0
HIP1	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0
HIST1H3B	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0
HIST1H4I	0	0	0	0	-1	0	1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0
HLA-A	0	0	0	-1	-1	0	0	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0
HLF	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
HMGA1	0	0	0	-1	-1	0	0	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0
HMGA2	1	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
HMGN2P46	0	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0
HNF1A	0	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	-1	-1	-1	-1	0
HNRNPA2B1	0	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0
HOOK3	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0
HOXA11	0	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0
HOXA13	0	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0
HOXA9	0	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0
HOXC11	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
HOXC13	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
HOXD11	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0
HOXD13	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0
HRAS	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	-1
HSP90AA1	0	-1	0	0	0	-1	0	-1	-1	0	0	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	-1	0	-1	-1	0	-1	0
HSP90AB1	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	-1	0	0	0	0	0
HSPBP1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	0	-1	0
ID3	0	0	0	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0
IDH1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	-1	0	-1	0	0
IDH2	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	0	-1	1	-1	0	-1	0	0	0	0	0	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	0	0
IGF2BP2	0	1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	-1	0
IKBKB	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0
IKZF1	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0
IL2	0	-1	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	-1	0	-1	-1
IL21R	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0
IL6ST	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0
IL7R	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	-1	0	0
IRF4	0	1	0	0	0	0	0	0	0	1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	0	0	0	0	1	0	1	1
IRS4	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0
ISX	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
ITGAV	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	-1	0	-1	0	-1
ITK	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	0	-1	0	-1	0	-1	0	0	0	0
JAK1	0	0	0	0	-1	0	-1	0	1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
JAK2	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	0	0	-1	-1	-1	-1	-1	0
JAK3	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
JAZF1	0	0	0	0	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	0	0	-1	0	-1	0	0	0	0	0	-1	0
JUN	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
KAT6A	0	0	2	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0
KAT6B	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0	-1	0	-1	0	-1
KAT7	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
KCNJ5	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	-1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0
KDM5A	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0
KDM5C	0	-1	0	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	0	-1	-1	0
KDM6A	0	-1	0	0	0	0	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	-1	-1	0	-1	-1	1	0	-1	0	0	-1	-1	0
KDR	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0
KDSR	-1	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	0	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	-1	-1	-1
KEAP1	0	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	0
KIAA1549	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0
KIAA1598	0	-1	0	-1	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	-1
KIF5B	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
KIT	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0
KLF4	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0
KLF6	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
KLK2	0	0	-1	0	0	-1	0	-1	0	0	-1	0	0	0	-1	0	-1	0	-1	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	0	-1	-1	0
KMT2A	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0
KMT2C	0	0	0	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0
KMT2D	0	-1	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
KNSTRN	0	-1	0	-1	-1	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0
KRAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0
KTN1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	-1	0	0	0	-1	-1	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	-1	0
LARP4B	0	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0
LASP1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
LATS1	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1
LATS2	-1	-1	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
LCK	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	-1	0
LCP1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
LEF1	0	0	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	-1	-1	0	-1	-1
LEPROTL1	0	-1	-1	-1	-1	0	0	-1	-1	0	0	0	-1	0	0	0	-1	0	-1	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0
LHFP	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1
LIFR	0	0	0	0	-1	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LMO1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	-1
LMO2	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	-1	0	-1	-1	0	0	-1	0	0	0	-1	0	0	0
LPP	-1	1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	0
LRIG3	0	-1	0	0	-1	0	-1	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	-1	0
LRP1B	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	-2	0	0	0	0	0	0	-1	-1	0	-1	0	0
LSM14A	0	0	-1	0	0	-1	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0
LYL1	0	0	1	-1	0	0	0	-1	1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0
LZTR1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	0	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	-1
MACC1	0	0	-1	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	-1	0
MAF	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1
MAFB	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0
MALAT1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0
MALT1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	-1
MAML2	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0
MAP2K1	0	0	0	0	-1	0	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0
